Site,DC,Pod
MCD_10316,DAL,9
MCD_10423,DAL,9
MCD_10466,DAL,9
MCD_10468,DAL,9
MCD_10569,SNA,9
MCD_00109,SNA,9
MCD_00232,SNA,9
MCD_00235,SNA,9
MCD_00249,SNA,9
MCD_00308,SNA,9
MCD_00364,SNA,9
MCD_00422,SNA,9
MCD_00434,SNA,9
MCD_00706,SNA,9
MCD_01105,SNA,9
