Site,DC,Pod
MCD_12465,DAL,9
MCD_12895,DAL,9
MCD_13538,DAL,9
MCD_13592,DAL,9
MCD_13593,DAL,9
MCD_13623,DAL,9
MCD_13667,DAL,9
MCD_13686,DAL,9
MCD_14205,DAL,9
MCD_14685,DAL,9
MCD_15417,DAL,9
MCD_15971,DAL,9
MCD_15979,DAL,9
MCD_16046,DAL,9
MCD_16074,DAL,9
