Site,DC,Pod
MCD_06418,DAL,9
MCD_06469,DAL,9
MCD_06574,DAL,9
MCD_06610,SNA,9
MCD_06708,DAL,9
MCD_06746,DAL,9
MCD_06783,DAL,9
MCD_06791,DAL,9
MCD_06865,DAL,9
MCD_06920,DAL,9
MCD_06958,SNA,9
MCD_07040,DAL,9
MCD_07060,SNA,9
MCD_07087,DAL,9
MCD_07249,DAL,9
