Site,DC,Pod
MCD_05292,DAL,9
MCD_05649,DAL,9
MCD_05665,DAL,9
MCD_05673,DAL,9
MCD_05714,DAL,9
MCD_05836,DAL,9
MCD_05881,DAL,9
MCD_06077,SNA,9
MCD_06213,SNA,9
MCD_06241,DAL,9
MCD_06418,DAL,9
MCD_06469,DAL,9
MCD_06574,DAL,9
MCD_06610,SNA,9
MCD_06708,DAL,9
MCD_06746,DAL,9
MCD_06783,DAL,9
MCD_06791,DAL,9
MCD_06865,DAL,9
MCD_06920,DAL,9
