Site,DC,Pod
MCD_00109,1,SNA
MCD_00232,1,SNA
MCD_00235,1,SNA
MCD_00249,1,SNA
MCD_00364,1,SNA
MCD_00422,1,SNA
MCD_00434,1,SNA
MCD_00706,1,SNA
MCD_01105,1,SNA
MCD_01399,1,SNA
MCD_02111,1,SNA
MCD_02204,1,SNA
MCD_02205,1,SNA
MCD_02302,1,SNA
MCD_02515,1,SNA
MCD_02570,1,SNA
MCD_02668,1,SNA
MCD_02731,1,SNA
MCD_02742,1,SNA
MCD_02743,1,SNA
MCD_02751,1,SNA
MCD_02933,1,SNA
MCD_02956,1,SNA
MCD_03059,1,SNA
MCD_03277,1,SNA
MCD_03319,1,SNA
MCD_03320,1,SNA
MCD_00022,1,SNA
