Site,DC,Pod
MCD_03363,DAL,10
MCD_03391,DAL,10
MCD_03414,DAL,10
MCD_03423,DAL,10
MCD_03481,DAL,10
MCD_03490,DAL,10
MCD_03494,DAL,10
MCD_03526,DAL,10
MCD_03534,DAL,10
MCD_03590,DAL,10
MCD_03658,DAL,10
MCD_03679,DAL,10
MCD_03760,DAL,10
MCD_03761,DAL,10
MCD_03784,DAL,10
MCD_03787,DAL,10
MCD_03829,DAL,10
MCD_03839,DAL,10
MCD_03863,DAL,10
MCD_03911,DAL,10
MCD_03918,DAL,10
MCD_03970,DAL,10
MCD_03980,DAL,10
MCD_04005,DAL,10
MCD_04121,DAL,10
