Site,DC,Pod
MCD_01680,SNA,10
MCD_02671,SNA,10
MCD_04390,SNA,10
MCD_05234,SNA,10
MCD_05249,SNA,10
MCD_05560,SNA,10
MCD_05659,SNA,10
MCD_05688,SNA,10
MCD_05818,SNA,10
MCD_05819,SNA,10
MCD_08209,SNA,10
MCD_10047,SNA,10
MCD_10128,SNA,10
MCD_10132,SNA,10
MCD_10172,SNA,10
MCD_10392,SNA,10
MCD_10393,SNA,10
MCD_10437,SNA,10
MCD_10561,SNA,10
MCD_10576,SNA,10
MCD_10640,SNA,10
MCD_10760,SNA,10
MCD_10797,SNA,10
MCD_11107,SNA,10
MCD_11370,SNA,10
