Site,DC,Pod
MCD_16383,SNA,10
MCD_17654,DAL,10
MCD_17974,DAL,10
MCD_19354,DAL,10
MCD_19606,DAL,10
MCD_19706,DAL,10
MCD_20104,DAL,10
MCD_20900,DAL,10
MCD_21446,DAL,10
MCD_22511,DAL,10
MCD_22529,DAL,10
MCD_22840,DAL,10
MCD_22844,SNA,10
MCD_24046,DAL,10
MCD_24338,DAL,10
MCD_24666,DAL,10
MCD_24835,DAL,10
MCD_25490,DAL,10
MCD_25573,DAL,10
MCD_26074,SNA,10
MCD_31767,SNA,10
MCD_31936,SNA,10
MCD_37454,SNA,10
MCD_00181,SNA,10
MCD_00867,SNA,10
