Site,DC,Pod
MCD_02116,DAL,10
MCD_02159,DAL,10
MCD_02177,DAL,10
MCD_02192,DAL,10
MCD_06347,DAL,10
MCD_06393,DAL,10
MCD_06502,DAL,10
MCD_06523,SNA,10
MCD_06646,DAL,10
MCD_06676,DAL,10
MCD_06738,SNA,10
MCD_06771,DAL,10
MCD_13383,DAL,10
MCD_13468,DAL,10
MCD_13513,DAL,10
MCD_13639,DAL,10
MCD_13650,DAL,10
MCD_13783,DAL,10
MCD_13838,DAL,10
MCD_13849,SNA,10
MCD_14055,SNA,10
MCD_14242,DAL,10
MCD_14351,DAL,10
MCD_14843,DAL,10
MCD_16002,DAL,10
