Site,DC,Pod
MCD_05292,DAL,9
MCD_05649,DAL,9
MCD_05665,DAL,9
MCD_05673,DAL,9
MCD_05714,DAL,9
MCD_05736,DAL,9
MCD_05836,DAL,9
MCD_05870,DAL,9
MCD_05881,DAL,9
MCD_06020,DAL,9
MCD_06077,SNA,9
MCD_06213,SNA,9
MCD_06241,DAL,9
MCD_06418,DAL,9
MCD_06446,DAL,9
