Site,DC,Pod
MCD_17809,DAL,9
MCD_17813,DAL,9
MCD_17914,DAL,9
MCD_19314,DAL,9
MCD_19567,DAL,9
MCD_20335,DAL,9
MCD_21090,DAL,9
MCD_21511,DAL,9
MCD_21555,DAL,9
MCD_22200,DAL,9
MCD_00329,DAL,9
MCD_00715,DAL,9
MCD_02505,DAL,9
MCD_03546,DAL,9
MCD_03596,DAL,9
