Site,DC,Pod,normal,zone
MCD_00871,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_00883,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_00885,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_00908,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_00943,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_00979,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01043,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01045,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01059,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01074,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01084,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01179,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01224,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01226,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01235,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01252,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01270,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01274,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01309,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01322,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01341,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01367,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01384,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01389,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01416,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01438,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01443,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01447,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01453,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_00278,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_00600,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_00770,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_00853,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_00870,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_00910,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_01001,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_01420,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_01627,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_01968,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_01979,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_02541,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_02733,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_02889,SNA,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_02953,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_02966,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_02981,SNA,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_02993,SNA,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_03174,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_03209,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_03445,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_03518,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_03525,SNA,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_03578,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_03717,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_03754,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_03901,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_03951,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_04061,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_04107,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_05808,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06389,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06408,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06727,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_07412,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_07508,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_07575,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_12328,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_13862,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_14294,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_15268,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_15628,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_16556,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_17972,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_18188,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_19334,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_20103,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_23486,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_23491,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_25733,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_26594,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_27439,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_28980,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_31188,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_31710,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_31872,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_32221,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_32477,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_32613,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_32649,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_01660,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_03112,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_03732,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_04113,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_04439,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_04633,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_04698,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_04756,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_04844,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_04957,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_05171,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_05213,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_05227,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_05356,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_05605,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_05739,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_05883,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_05957,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06535,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_07058,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_07370,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_07444,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_07605,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_10088,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_10129,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_10163,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_10222,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_10291,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_10651,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_10805,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_10831,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_10955,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_10956,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_10992,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_11041,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_11042,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_11597,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_11605,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_11628,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_11629,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_11773,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_11949,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_12110,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_12712,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_13188,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_14102,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_14447,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_14936,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_17470,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_17887,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_19681,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_20937,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_22138,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_22416,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_22509,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_23260,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_23351,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_23557,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_24497,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_24695,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_25534,SNA,10,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_25741,DAL,10,True,(GMT-08:00) Pacific Time (US & Canada)
