Site,DC,Pod
MCD_18278,DAL,9
MCD_18759,DAL,9
MCD_18792,DAL,9
MCD_19139,DAL,9
MCD_19824,DAL,9
MCD_19862,DAL,9
MCD_20090,DAL,9
MCD_20276,DAL,9
MCD_20604,DAL,9
MCD_21081,DAL,9
MCD_21094,DAL,9
MCD_21133,DAL,9
MCD_21187,DAL,9
MCD_21739,DAL,9
MCD_21820,DAL,9
MCD_22257,DAL,9

