Site,DC,Pod
MCD_13088,DAL,9
MCD_13143,DAL,9
MCD_13350,DAL,9
MCD_13405,DAL,9
MCD_13685,DAL,9
MCD_13713,DAL,9
MCD_13737,DAL,9
MCD_13943,DAL,9
MCD_14140,DAL,9
MCD_14157,DAL,9
MCD_14419,DAL,9
MCD_14500,DAL,9
MCD_14554,DAL,9
MCD_14593,DAL,9
MCD_14734,DAL,9
MCD_14737,DAL,9

