Site,DC,Pod
MCD_03745,SNA,9
MCD_04010,SNA,9
MCD_00226,SNA,9
MCD_01248,SNA,9
MCD_02332,SNA,9
MCD_02594,SNA,9
MCD_02878,SNA,9
MCD_05481,SNA,9
MCD_05701,SNA,9
MCD_04310,SNA,9
MCD_01135,SNA,9
MCD_01136,SNA,9
MCD_01365,SNA,9
MCD_01418,SNA,9
MCD_01500,DAL,9
MCD_13756,SNA,9
