Site,DC,Pod
MCD_02275,DAL,10
MCD_02286,DAL,10
MCD_02342,DAL,10
MCD_02352,DAL,10
MCD_02437,DAL,10
MCD_02466,DAL,10
MCD_02514,DAL,10
MCD_02526,DAL,10
MCD_02560,DAL,10
MCD_02563,DAL,10
MCD_02582,DAL,10
MCD_02605,DAL,10
MCD_02612,DAL,10
MCD_02617,DAL,10
MCD_02646,DAL,10
MCD_02657,DAL,10
MCD_02666,DAL,10
MCD_02699,DAL,10
MCD_02788,DAL,10
MCD_02808,DAL,10
MCD_02852,DAL,10
MCD_02942,DAL,10
MCD_02999,DAL,10
MCD_03027,DAL,10
MCD_03063,DAL,10
