Site,DC,Pod
MCD_05136,DAL,10
MCD_05153,DAL,10
MCD_05391,SNA,10
MCD_05420,SNA,10
MCD_05567,SNA,10
MCD_05697,DAL,10
MCD_05702,DAL,10
MCD_06795,DAL,10
MCD_06818,DAL,10
MCD_06842,DAL,10
MCD_07052,DAL,10
MCD_07101,DAL,10
MCD_07181,DAL,10
MCD_07428,DAL,10
MCD_07494,SNA,10
MCD_07512,DAL,10
MCD_07535,SNA,10
MCD_07563,SNA,10
MCD_07639,DAL,10
MCD_07667,DAL,10
MCD_07788,DAL,10
MCD_07854,DAL,10
MCD_08042,DAL,10
MCD_10164,DAL,10
MCD_10192,DAL,10
