Site,DC,Pod
MCD_02034,SNA,10
MCD_02057,SNA,10
MCD_02094,SNA,10
MCD_02280,SNA,10
MCD_02282,SNA,10
MCD_02328,SNA,10
MCD_02477,SNA,10
