Site,DC,Pod
MCD_06444,SNA,10
MCD_06454,SNA,10
MCD_06524,SNA,10
MCD_06616,SNA,10
MCD_06770,SNA,10
MCD_06805,SNA,10
MCD_06855,SNA,10
MCD_07070,SNA,10
MCD_07164,SNA,10
MCD_07165,SNA,10
MCD_07235,SNA,10
MCD_07462,SNA,10
MCD_07490,SNA,10
MCD_07507,SNA,10
MCD_07604,SNA,10
MCD_07736,SNA,10
MCD_07805,SNA,10
MCD_08067,SNA,10
MCD_08208,SNA,10
MCD_00561,DAL,10
MCD_00903,DAL,10
MCD_25879,SNA,10
MCD_27753,SNA,10
MCD_28363,DAL,10
MCD_31389,DAL,10
