site,Pod,DC,normal,zone
MCD_04510,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04523,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04561,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04573,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04579,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04592,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04639,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04666,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04679,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04682,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04686,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04706,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04735,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04785,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04818,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04823,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04825,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04833,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04835,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04846,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04860,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04866,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04871,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04889,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04898,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_04975,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05016,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05057,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05061,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05068,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05072,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05118,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05143,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05160,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05168,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05173,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05182,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05210,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05238,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05273,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05277,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05302,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05341,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05367,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05389,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05392,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05403,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05411,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05414,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05433,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05475,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05505,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05506,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05525,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05529,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05532,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05552,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05574,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05578,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05592,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05593,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05606,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05656,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05675,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05695,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05710,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05733,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05738,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05753,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05829,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05843,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05853,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05886,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05926,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05930,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05932,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05936,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05951,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05953,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_05958,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_06015,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_06027,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_06033,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_06035,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_06041,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_26230,2,DAL,True,(GMT-06:00) Central Time (US & Canada)
MCD_26289,2,DAL,True,(GMT-06:00) Central Time (US & Canada)
MCD_26960,2,DAL,True,(GMT-06:00) Central Time (US & Canada)
MCD_27672,2,DAL,True,(GMT-06:00) Central Time (US & Canada)
MCD_27770,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_27882,2,DAL,True,(GMT-06:00) Central Time (US & Canada)
MCD_28082,2,DAL,True,(GMT-06:00) Central Time (US & Canada)
MCD_28220,2,DAL,True,(GMT-06:00) Central Time (US & Canada)
