site,Pod,DC,normal,zone
MCD_11348,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11372,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11373,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11388,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11389,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11398,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11414,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11440,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11452,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11455,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11464,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11465,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11495,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11505,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11508,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11520,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11528,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11530,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11539,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11544,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11554,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11565,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11566,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11567,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11570,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11572,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11586,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11601,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11619,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11647,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11663,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11684,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11702,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11727,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11729,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11771,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11823,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11829,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_11830,2,DAL,True,(GMT-05:00) Eastern Time (US & Canada)
