Site,DC,Pod
MCD_07586,SNA,9
MCD_07658,SNA,9
MCD_07678,SNA,9
MCD_07686,SNA,9
MCD_07688,SNA,9
MCD_07713,SNA,9
MCD_07741,SNA,9
MCD_07761,SNA,9
MCD_07764,SNA,9
MCD_07768,SNA,9
MCD_07769,SNA,9
MCD_07815,SNA,9
MCD_07819,SNA,9
MCD_07848,SNA,9
MCD_07876,SNA,9
MCD_07877,SNA,9
