Site,DC,Pod
MCD_10753,SNA,9
MCD_10774,SNA,9
MCD_10783,SNA,9
MCD_10830,SNA,9
MCD_10868,SNA,9
MCD_10883,SNA,9
MCD_10919,SNA,9
MCD_10937,SNA,9
MCD_10949,SNA,9
MCD_10959,SNA,9
MCD_11044,SNA,9
MCD_11052,SNA,9
MCD_11177,SNA,9
MCD_36638,SNA,9
MCD_37196,SNA,9
MCD_37494,SNA,9
