Site,DC,Pod
MCD_37500,SNA,9
MCD_38663,SNA,9
MCD_38956,SNA,9
MCD_38968,SNA,9
MCD_39347,SNA,9
MCD_39434,SNA,9
MCD_39440,SNA,9
MCD_39450,SNA,9
MCD_39481,SNA,9
MCD_39488,SNA,9
MCD_39489,SNA,9
MCD_39595,SNA,9
MCD_39644,SNA,9
MCD_39840,SNA,9
MCD_40438,SNA,9
MCD_03099,SNA,9
