Site,DC,Pod
MCD_12958,DAL,9
MCD_13070,DAL,9
MCD_13079,DAL,9
MCD_13088,DAL,9
MCD_13143,DAL,9
MCD_13350,DAL,9
MCD_13405,DAL,9
MCD_13543,DAL,9
MCD_13568,DAL,9
MCD_13685,DAL,9
MCD_13713,DAL,9
MCD_13722,DAL,9
MCD_13737,DAL,9
MCD_13943,DAL,9
MCD_13958,DAL,9
MCD_14140,DAL,9
