Site,DC,Pod
MCD_15055,DAL,10
MCD_17470,SNA,10
MCD_17887,SNA,10
MCD_19681,SNA,10
MCD_20937,DAL,10
MCD_22138,SNA,10
MCD_22416,SNA,10
MCD_22509,SNA,10
MCD_23260,SNA,10
MCD_23351,DAL,10
MCD_23557,SNA,10
MCD_24497,SNA,10
MCD_24695,SNA,10
MCD_25534,SNA,10
MCD_25741,DAL,10
