Site,DC,Pod
MCD_01546,DAL,10
MCD_01627,DAL,10
MCD_01759,DAL,10
MCD_01771,DAL,10
MCD_01786,DAL,10
MCD_01935,DAL,10
MCD_01968,DAL,10
MCD_01979,DAL,10
MCD_02169,SNA,10
MCD_02215,DAL,10
MCD_02242,DAL,10
MCD_02456,DAL,10
MCD_02541,DAL,10
MCD_02733,DAL,10
MCD_02889,SNA,10
MCD_02953,DAL,10
MCD_02966,DAL,10
MCD_02981,SNA,10
MCD_02993,SNA,10
MCD_03174,DAL,10
MCD_03209,DAL,10
MCD_03278,DAL,10
MCD_03428,SNA,10
MCD_03445,DAL,10
MCD_03448,DAL,10
