Site,DC,Pod
MCD_00974,DAL,10
MCD_01008,SNA,10
MCD_01010,SNA,10
MCD_01014,SNA,10
MCD_01022,SNA,10
MCD_01023,SNA,10
MCD_01027,SNA,10
MCD_01051,SNA,10
MCD_01063,SNA,10
MCD_01076,DAL,10
MCD_01090,SNA,10
MCD_01103,SNA,10
MCD_01111,SNA,10
MCD_01120,DAL,10
MCD_01121,SNA,10
