Site,DC,Pod
MCD_01443,DAL,10
MCD_01444,DAL,10
MCD_01447,DAL,10
MCD_01453,DAL,10
MCD_01466,DAL,10
MCD_00278,DAL,10
MCD_00313,SNA,10
MCD_00512,DAL,10
MCD_00600,DAL,10
MCD_00644,SNA,10
MCD_00652,DAL,10
MCD_00671,SNA,10
MCD_00723,DAL,10
MCD_00770,DAL,10
MCD_00799,DAL,10
MCD_00853,DAL,10
MCD_00870,DAL,10
MCD_00910,DAL,10
MCD_01001,DAL,10
MCD_01018,DAL,10
