site,Pod,DC,normal,zone
MCD_01181,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_01195,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_01207,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_01209,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_01219,2,DAL,True,(GMT-06:00) Central Time (US & Canada)
MCD_01221,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_01263,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_01284,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_01298,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_01300,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_01301,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_01316,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_01330,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_01340,2,DAL,True,(GMT-06:00) Central Time (US & Canada)
MCD_01349,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_01356,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_01360,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_01363,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_01369,2,DAL,True,(GMT-06:00) Central Time (US & Canada)
MCD_01370,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_01379,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_01385,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_01388,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_01394,2,SNA,True,(GMT-06:00) Central Time (US & Canada)
MCD_17985,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_17986,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_18083,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_18187,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_18190,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_18406,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_18534,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_18571,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_18610,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_18642,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_18783,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_19091,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_19335,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_19476,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_19541,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_19635,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_20105,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_20128,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_20427,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_20480,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_20533,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_20553,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_20816,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_21389,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_21390,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_21749,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_22128,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_22179,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_22417,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_22567,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_22588,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_22591,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_22592,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_22757,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_22852,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_22943,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_23157,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_23481,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_23516,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_23529,2,SNA,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_05773,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_05782,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_05795,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_05806,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_05877,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_05919,2,DAL,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_05924,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_05939,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_05940,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_05945,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_05996,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06021,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06053,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06065,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06155,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06175,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06180,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06188,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06191,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06209,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06216,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06283,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06284,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06319,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06327,2,DAL,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06348,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06357,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06400,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06407,2,DAL,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06443,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06480,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06529,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06553,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06629,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06643,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06674,2,SNA,False,(GMT-08:00) Pacific Time (US & Canada)
MCD_06688,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06706,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06710,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06740,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06756,2,DAL,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06757,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06759,2,DAL,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06764,2,DAL,False,(GMT-08:00) Pacific Time (US & Canada)
MCD_06765,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06774,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06804,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06810,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06832,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06845,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06853,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06891,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06922,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06925,2,SNA,False,(GMT-08:00) Pacific Time (US & Canada)
MCD_06926,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06933,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06945,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06963,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06965,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06981,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_06999,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_07001,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_07013,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_07026,2,SNA,True,(GMT-08:00) Pacific Time (US & Canada)
MCD_07037,2,SNA,False,(GMT-08:00) Pacific Time (US & Canada)
