Site,DC,Pod
MCD_35240,SNA,10
MCD_35243,SNA,10
MCD_10710,DAL,10
MCD_10742,DAL,10
MCD_10872,DAL,10
MCD_10874,DAL,10
MCD_10878,DAL,10
MCD_10882,DAL,10
MCD_11125,SNA,10
MCD_11291,DAL,10
MCD_11304,DAL,10
MCD_11342,DAL,10
MCD_11358,DAL,10
MCD_11365,DAL,10
MCD_11412,DAL,10
MCD_11450,DAL,10
MCD_11454,DAL,10
MCD_11603,DAL,10
MCD_11630,DAL,10
MCD_11714,DAL,10
