Site,DC,Pod
MCD_01111,SNA,9
MCD_01120,DAL,9
MCD_01121,SNA,9
MCD_01126,SNA,9
MCD_01162,SNA,9
MCD_01171,SNA,9
MCD_01200,SNA,9
MCD_01205,SNA,9
MCD_01215,SNA,9
MCD_01228,SNA,9
MCD_01233,SNA,9
MCD_01296,SNA,9
MCD_01304,SNA,9
MCD_01308,DAL,9
MCD_01313,SNA,9
MCD_01325,SNA,9
