Site,DC,Pod
MCD_35240,SNA,9
MCD_35243,SNA,9
MCD_10710,DAL,9
MCD_10742,DAL,9
MCD_10872,DAL,9
MCD_10874,DAL,9
MCD_10878,DAL,9
MCD_10882,DAL,9
MCD_11125,SNA,9
MCD_11291,DAL,9
MCD_11304,DAL,9
MCD_11342,DAL,9
MCD_11358,DAL,9
MCD_11365,DAL,9
MCD_11412,DAL,9
MCD_11450,DAL,9
