Site,DC,Pod,B&Z
MCD_22335,DAL,9,5_est
MCD_22710,DAL,9,5_est
MCD_22809,DAL,9,5_est
MCD_22874,DAL,9,5_est
MCD_23329,DAL,9,5_est
MCD_23533,DAL,9,5_est
MCD_23670,DAL,9,5_est
MCD_23758,DAL,9,5_est
MCD_24235,DAL,9,5_est
MCD_24259,DAL,9,5_est
MCD_24871,DAL,9,5_est
MCD_24950,DAL,9,5_est
MCD_25056,DAL,9,5_est
MCD_25115,DAL,9,6_est
MCD_25383,DAL,9,6_est
MCD_25571,DAL,9,6_est
