Site,DC,Pod,B&Z
MCD_13088,DAL,9,1_est
MCD_13143,DAL,9,1_est
MCD_13350,DAL,9,1_est
MCD_13405,DAL,9,1_est
MCD_13685,DAL,9,1_est
MCD_13713,DAL,9,1_est
MCD_13737,DAL,9,1_est
MCD_13943,DAL,9,1_est
MCD_14140,DAL,9,1_est
MCD_14157,DAL,9,2_est
MCD_14419,DAL,9,2_est
MCD_14500,DAL,9,2_est
MCD_14554,DAL,9,2_est
MCD_14593,DAL,9,2_est
MCD_14734,DAL,9,2_est
MCD_14737,DAL,9,2_est
