Site,DC,Pod,B&Z
MCD_04310,SNA,9,add_pst
MCD_01135,SNA,9,add_pst
MCD_01136,SNA,9,add_pst
MCD_01365,SNA,9,add_pst
MCD_01418,SNA,9,add_pst
MCD_01500,DAL,9,add_pst
MCD_13756,SNA,9,13_pst
MCD_13769,SNA,9,13_pst
MCD_13805,SNA,9,13_pst
MCD_13835,SNA,9,13_pst
MCD_14063,SNA,9,13_pst
MCD_14141,SNA,9,13_pst
MCD_14153,SNA,9,13_pst
MCD_14162,SNA,9,13_pst
MCD_14197,SNA,9,13_pst
MCD_14281,SNA,9,13_pst
