Site,DC,Pod
MCD_01420,DAL,10
MCD_01627,DAL,10
MCD_01968,DAL,10
MCD_01979,DAL,10
MCD_02541,DAL,10
MCD_02733,DAL,10
MCD_02889,SNA,10
MCD_02953,DAL,10
MCD_02966,DAL,10
MCD_02981,SNA,10
MCD_02993,SNA,10
MCD_03174,DAL,10
MCD_03209,DAL,10
MCD_03445,DAL,10
MCD_03518,DAL,10
MCD_03525,SNA,10
