Site,DC,Pod
MCD_01341,DAL,10
MCD_01367,DAL,10
MCD_01384,DAL,10
MCD_01389,DAL,10
MCD_01416,DAL,10
MCD_01438,DAL,10
MCD_01443,DAL,10
MCD_01447,DAL,10
MCD_01453,DAL,10
MCD_00278,DAL,10
MCD_00600,DAL,10
MCD_00770,DAL,10
MCD_00853,DAL,10
MCD_00870,DAL,10
MCD_00910,DAL,10
MCD_01001,DAL,10
